a_Lever,maxAverage,maxX
"[0.1399838326414918, 0.1842984973659227, 0.14034236784731816, 0.16288064892476048, 0.19112085047312732, 0.13695734689219963, 0.1529768039162172, 0.17432827335873688, 0.1564458592454761, 0.18398845195442842, 0.19827439727801166, 0.14601118766653345, 0.1501876635375776, 0.13643075202457344, 0.1906118411146265, 0.13203253702998416, 0.171458771335573, 0.13126282519388424, 0.1641783377477996, 0.16138871612590208, 0.1941825200165253, 0.18346200466852727, 0.1891021892912915, 0.17002242982063878, 0.11512377823269558, 0.15488073572357025, 0.1770565009337803, 0.19941731926331568, 0.1893657762757457, 0.12564892625263271, 0.14794679764464283, 0.15232290852699387, 0.12287628030169574, 0.19485747898341976, 0.12912163315126823, 0.11618833446308208, 0.18802842287540533, 0.17787422936370373, 0.15955560079245876, 0.1754746055571943, 0.12455456576040526, 0.19603570331980213, 0.12275129244087796, 0.13307270263703438, 0.19881072132233954, 0.16640039393712322, 0.17558892136873924, 0.17450893302915124, 0.16218310822012788, 0.18864477628218101, 0.19016003589207262, 0.18140460013032297, 0.10065052677116704, 0.1974580147107075, 0.17093146364492395, 0.13258453640423548, 0.11732933916644081, 0.15379832253818762, 0.19985917187756141, 0.14475879407511624, 0.19861050563255467, 0.18941345358489678, 0.1707277352552188, 0.1462110876376997, 0.12144711588749915, 0.16170621366882118, 0.18037201613286113, 0.1528421281068808, 0.183456472163784, 0.19315888772207615, 0.1780190330001205, 0.1268471464231642, 0.12172584701084768, 0.1370742703330451, 0.1991707136812656, 0.19099054663442597, 0.189837366974352, 0.1522622543636197, 0.1558944669119688, 0.12044742112606324, 0.199949251350766, 0.12252817546553893, 0.15483801434906277, 0.1947032041184883, 0.18819540794621598, 0.17753171377067178, 0.1749602122927516, 0.1584728086702754, 0.15391003916433652, 0.1920857503317614, 0.15058885646332867, 0.1840305700738022, 0.1958116589895715, 0.1829660980987327, 0.1417928534207852, 0.19285807952393996, 0.11078803208887403, 0.13581360846000642, 0.18389665605308028, 0.18777894835951425]",0.0,0.0
